chrom	start	end	Tregs-NK	Tregs-Naive CD4 T	Tregs-Naive CD8 T	Tregs-CD4 TCM	Tregs-CD8 TCM	Tregs-CD8 TEMRA	Tregs-CD4 TEM	Tregs-CD8 TEM	Minimum delta	Maximum delta	Average delta	(Minimum delta+Average delta)/2
chr7	8141380	8141382	0.6526666666666666	0.6146666666666667	0.6386666666666667	0.32299999999999995	0.6095	0.6425000000000001	0.4460000000000002	0.603	0.32299999999999995	0.6526666666666666	0.56625	0.444625
chr3	149204804	149204806	0.6956666666666667	0.6943333333333335	0.7	0.35700000000000004	0.5194999999999999	0.44	0.3755	0.4755	0.35700000000000004	0.7	0.5321875	0.44459375
chr15	87936465	87936467	0.5	0.5	0.5	0.45799999999999996	0.5	0.469	0.43799999999999994	0.4165	0.4165	0.5	0.4726875	0.44459375
chrX	72021049	72021051	0.8069999999999999	0.857	0.857	0.257	0.657	0.6459999999999999	0.28600000000000003	0.69	0.257	0.857	0.6321249999999998	0.4445624999999999
chr4	2551759	2551761	0.6581666666666667	0.5585	0.7758333333333334	0.3205	0.5405	0.5435000000000001	0.5	0.6515	0.3205	0.7758333333333334	0.5685625000000001	0.44453125000000004
chr20	49260143	49260145	0.8876666666666666	0.855	0.9179999999999999	0.407	0.21900000000000008	0.8775	0.4285000000000001	0.7669999999999999	0.21900000000000008	0.9179999999999999	0.6699583333333332	0.44447916666666665
chr1	229542291	229542293	0.5233333333333334	0.6313333333333333	0.6503333333333334	0.3305	0.615	0.6715	0.4985	0.5465	0.3305	0.6715	0.5583750000000001	0.44443750000000004
chr7	105874348	105874350	0.6476666666666666	0.542	0.8836666666666666	0.414	0.43	0.4505000000000001	0.3730000000000001	0.386	0.3730000000000001	0.8836666666666666	0.5158541666666667	0.4444270833333334
chr3	172348410	172348412	0.53	0.5153333333333334	0.5243333333333333	0.447	0.5845	0.6100000000000001	0.4425000000000001	0.384	0.384	0.6100000000000001	0.5047083333333334	0.4443541666666667
chr17	14307866	14307868	0.6746666666666666	0.7190000000000001	0.7040000000000001	0.4165	0.6024999999999999	0.6585	0.3015	0.62	0.3015	0.7190000000000001	0.5870833333333334	0.4442916666666667
chrX	124329662	124329664	0.8393333333333334	0.8473333333333333	0.6073333333333334	0.35700000000000004	0.5	0.4805	0.583	0.3215	0.3215	0.8473333333333333	0.5670000000000001	0.44425000000000003
chr10	72218262	72218264	0.7876666666666666	0.857	0.7846666666666666	0.5710000000000001	0.35700000000000004	0.669	0.402	0.2975	0.2975	0.857	0.5907291666666667	0.44411458333333337
chr2	174410232	174410234	0.6226666666666667	0.3340000000000001	0.5183333333333333	0.6425000000000001	0.403	0.667	0.62	0.6255000000000001	0.3340000000000001	0.667	0.554125	0.4440625
chr6	83908129	83908131	0.7316666666666667	0.7023333333333335	0.8553333333333334	0.28200000000000003	0.397	0.7230000000000001	0.4500000000000001	0.7075	0.28200000000000003	0.8553333333333334	0.6061041666666667	0.44405208333333335
chr2	213021135	213021137	0.5541666666666666	0.4814999999999999	0.5645	0.387	0.4405	0.555	0.5015000000000001	0.524	0.387	0.5645	0.5010208333333334	0.4440104166666667
chr5	65677649	65677651	0.7570000000000001	0.6100000000000001	0.69	0.293	0.565	0.7030000000000001	0.4015	0.74	0.293	0.7570000000000001	0.5949375000000001	0.44396875
chr15	92981289	92981291	0.6228333333333332	0.6678333333333335	0.6568333333333334	0.44299999999999995	0.5385000000000001	0.5924999999999999	0.3415	0.507	0.3415	0.6678333333333335	0.5462499999999999	0.44387499999999996
chr5	75112238	75112240	0.594	0.3556666666666668	0.6126666666666666	0.472	0.5529999999999999	0.5974999999999999	0.4850000000000001	0.5865	0.3556666666666668	0.6126666666666666	0.5320416666666667	0.44385416666666677
chr13	32022513	32022515	0.5213333333333334	0.5329999999999999	0.5653333333333332	0.4169999999999999	0.455	0.44299999999999995	0.4139999999999999	0.439	0.4139999999999999	0.5653333333333332	0.4734583333333333	0.4437291666666666
chr11	76667784	76667786	0.6275	0.6125	0.6098333333333332	0.4485	0.4884999999999999	0.4300000000000001	0.4175	0.385	0.385	0.6275	0.5024166666666666	0.4437083333333333
chr13	60412007	60412009	0.5595000000000001	0.4931666666666665	0.5125	0.3795000000000001	0.5080000000000001	0.594	0.4189999999999999	0.5970000000000001	0.3795000000000001	0.5970000000000001	0.5078333333333334	0.44366666666666676
chr17	82984130	82984132	0.4661666666666667	0.4228333333333333	0.4248333333333332	0.5549999999999999	0.622	0.4065	0.4694999999999999	0.4785	0.4065	0.622	0.4806666666666666	0.4435833333333333
chr12	100738419	100738421	0.4585	0.5	0.469	0.4165	0.5	0.4704999999999999	0.45	0.5	0.4165	0.5	0.4705625	0.44353125
chr9	129860943	129860945	0.8886666666666667	0.5374999999999999	0.6573333333333333	0.552	0.3065	0.7929999999999999	0.41700000000000004	0.49200000000000005	0.3065	0.8886666666666667	0.5805	0.4435
chr3	174608539	174608541	0.25	0.875	0.7686666666666667	0.9440000000000001	0.75	0.33299999999999996	0.6165	0.5585	0.25	0.9440000000000001	0.6369583333333333	0.44347916666666665
chr10	17650839	17650841	0.4970000000000001	0.5116666666666667	0.5249999999999999	0.3964999999999999	0.4779999999999999	0.5275	0.493	0.495	0.3964999999999999	0.5275	0.4904583333333333	0.4434791666666666
chr8	23449148	23449150	0.6656666666666667	0.6526666666666667	0.6086666666666667	0.3220000000000001	0.5000000000000001	0.742	0.5155000000000001	0.5130000000000001	0.3220000000000001	0.742	0.5649375	0.4434687500000001
chr10	96915180	96915182	0.5	0.4285	0.4776666666666666	0.45299999999999996	0.4585	0.4785	0.42200000000000004	0.5	0.42200000000000004	0.5	0.4647708333333334	0.44338541666666675
chr2	1797994	1797996	0.5	0.5	0.33299999999999996	0.5835	1.0	0.33299999999999996	0.34700000000000003	0.8335	0.33299999999999996	1.0	0.5537500000000001	0.443375
chr6	166942585	166942587	0.435	0.353	0.753	0.353	0.4239999999999999	0.7905	0.45299999999999996	0.7084999999999999	0.353	0.7905	0.53375	0.44337499999999996
chr14	102220056	102220058	0.7915000000000001	0.7661666666666667	0.7595000000000001	0.257	0.57	0.6965	0.4970000000000001	0.6975000000000001	0.257	0.7915000000000001	0.6293958333333334	0.4431979166666667
chr11	27697141	27697143	0.3665	0.429	0.5960000000000001	0.429	0.529	0.5960000000000001	0.451	0.762	0.3665	0.762	0.5198125	0.44315625000000003
chr1	12203805	12203807	0.5884999999999998	0.5525	0.5491666666666668	0.3905	0.4765000000000001	0.4495	0.4555	0.504	0.3905	0.5884999999999998	0.4957708333333333	0.44313541666666667
chr10	17657889	17657891	0.5043333333333333	0.5110000000000001	0.5063333333333333	0.457	0.438	0.502	0.4025	0.5479999999999999	0.4025	0.5479999999999999	0.4836458333333333	0.44307291666666665
chr5	75358226	75358228	0.5053333333333334	0.4836666666666666	0.4723333333333334	0.514	0.414	0.46399999999999997	0.4245000000000001	0.4975000000000001	0.414	0.514	0.4719166666666667	0.44295833333333334
chr2	26355713	26355715	0.6353333333333334	0.4583333333333334	0.5750000000000001	0.373	0.4135	0.5820000000000001	0.4554999999999999	0.61	0.373	0.6353333333333334	0.5128333333333334	0.4429166666666667
chr4	7782979	7782981	0.9	0.7240000000000001	0.923	0.264	0.448	0.687	0.307	0.7215	0.264	0.923	0.6218125	0.44290625
chr3	29282762	29282764	0.5316666666666666	0.5226666666666667	0.5463333333333333	0.41200000000000003	0.5005	0.4355	0.4249999999999999	0.4165	0.41200000000000003	0.5463333333333333	0.4737708333333334	0.4428854166666667
chr4	55618452	55618454	0.8223333333333334	0.87	0.87	0.379	0.37	0.3075	0.5365	0.47	0.3075	0.87	0.5781666666666667	0.44283333333333336
chr6	3007242	3007244	0.38666666666666666	0.456	0.5356666666666667	0.5325	0.54	0.5209999999999999	0.4980000000000001	0.522	0.38666666666666666	0.54	0.4989791666666668	0.44282291666666673
chr1	15843929	15843931	0.5136666666666667	0.4713333333333333	0.6143333333333332	0.3545	0.4879999999999999	0.6659999999999999	0.5354999999999999	0.6054999999999999	0.3545	0.6659999999999999	0.5311041666666666	0.44280208333333326
chr5	134634732	134634734	0.3665000000000001	0.5956666666666667	0.5753333333333334	0.5860000000000001	0.551	0.542	0.531	0.405	0.3665000000000001	0.5956666666666667	0.5190625	0.44278125
chr2	226839449	226839451	0.6728333333333334	0.7161666666666666	0.7128333333333334	0.305	0.6465000000000001	0.6395	0.328	0.623	0.305	0.7161666666666666	0.5804791666666668	0.4427395833333334
chr10	74853879	74853881	0.5714999999999999	0.5034999999999998	0.4861666666666667	0.3885	0.4739999999999999	0.5269999999999999	0.4819999999999999	0.5429999999999999	0.3885	0.5714999999999999	0.4969583333333332	0.4427291666666666
chr16	11769198	11769200	0.3386666666666667	0.3966666666666666	0.5740000000000001	0.369	0.716	0.7090000000000001	0.5785	0.6920000000000001	0.3386666666666667	0.716	0.5467291666666667	0.4426979166666667
chr14	102220450	102220452	0.7563333333333334	0.7156666666666667	0.7386666666666666	0.28900000000000003	0.512	0.7435	0.3610000000000001	0.655	0.28900000000000003	0.7563333333333334	0.5963958333333333	0.4426979166666667
chr11	77709536	77709538	0.6768333333333334	0.4245	0.6528333333333334	0.407	0.5489999999999999	0.4535000000000001	0.3775	0.5205	0.3775	0.6768333333333334	0.5077083333333333	0.4426041666666667
chr2	25419960	25419962	0.396	0.5966666666666667	0.5190000000000001	0.4	0.4340000000000001	0.6164999999999999	0.4145	0.535	0.396	0.6164999999999999	0.4889583333333333	0.44247916666666665
chr22	23296367	23296369	0.5276666666666666	0.6	0.6	0.5159999999999999	0.4335	0.4859999999999999	0.4420000000000001	0.3859999999999999	0.3859999999999999	0.6	0.4988958333333333	0.4424479166666666
chr13	77314013	77314015	0.5603333333333332	0.3766666666666666	0.5339999999999999	0.585	0.4460000000000001	0.482	0.5515	0.5285	0.3766666666666666	0.585	0.508	0.4423333333333333
chr3	60192478	60192480	0.5583333333333332	0.578	0.578	0.381	0.4945	0.487	0.474	0.478	0.381	0.578	0.5036041666666666	0.4423020833333333
chr15	32452390	32452392	0.8	0.7164999999999999	0.7164999999999999	0.8	0.6930000000000001	0.3	0.35000000000000003	0.3	0.3	0.8	0.5844999999999999	0.4422499999999999
chr10	7570360	7570362	0.5330000000000001	0.5130000000000001	0.5229999999999999	0.4095	0.4465	0.4635000000000001	0.43	0.4805	0.4095	0.5330000000000001	0.4748750000000001	0.44218750000000007
chr13	29846593	29846595	0.4983333333333334	0.3956666666666667	0.4229999999999999	0.534	0.584	0.4959999999999999	0.5075000000000001	0.471	0.3956666666666667	0.584	0.4886875000000001	0.4421770833333334
chr2	85848852	85848854	0.7638333333333333	0.7571666666666668	0.7871666666666667	0.2885	0.5925	0.6905	0.35850000000000004	0.5285	0.2885	0.7871666666666667	0.5958333333333334	0.4421666666666667
chr7	142771633	142771635	0.7375	0.489	0.6409999999999999	0.34400000000000003	0.4600000000000001	0.489	0.5810000000000001	0.5810000000000001	0.34400000000000003	0.7375	0.5403125	0.44215625000000003
chr8	125335274	125335276	0.5725000000000001	0.5745000000000001	0.5248333333333334	0.3720000000000001	0.5210000000000001	0.5270000000000001	0.508	0.4975000000000001	0.3720000000000001	0.5745000000000001	0.5121666666666668	0.44208333333333344
chr11	74393641	74393643	0.4215	0.39616666666666667	0.6841666666666666	0.33399999999999996	0.6495	0.7175	0.5	0.6985	0.33399999999999996	0.7175	0.5501666666666667	0.44208333333333333
chr11	48009320	48009322	0.8071666666666666	0.6664999999999999	0.7424999999999999	0.297	0.457	0.5994999999999999	0.5115000000000001	0.6160000000000001	0.297	0.8071666666666666	0.5871458333333333	0.4420729166666666
chr10	17663024	17663026	0.36000000000000004	0.625	0.29100000000000004	0.4890000000000001	0.708	0.958	0.5525	0.7615	0.29100000000000004	0.958	0.593125	0.4420625
chr17	63932650	63932652	0.35466666666666674	0.415	0.5606666666666666	0.36200000000000004	0.6380000000000001	0.736	0.514	0.6545000000000001	0.35466666666666674	0.736	0.5293541666666668	0.44201041666666674
chr10	62240102	62240104	0.5586666666666665	0.7753333333333333	0.8220000000000001	0.32	0.4500000000000001	0.6955	0.336	0.5539999999999999	0.32	0.8220000000000001	0.5639375	0.44196875
chr1	27542540	27542542	0.6366666666666666	0.6243333333333333	0.6176666666666666	0.4275	0.4045	0.596	0.35350000000000004	0.5829999999999999	0.35350000000000004	0.6366666666666666	0.5303958333333333	0.44194791666666666
chr13	19993226	19993228	0.8483333333333334	0.7646666666666666	0.8173333333333334	0.26	0.479	0.6325000000000001	0.5429999999999999	0.6459999999999999	0.26	0.8483333333333334	0.6238541666666667	0.44192708333333336
chr12	26817166	26817168	0.4558333333333333	0.4531666666666666	0.4471666666666666	0.4224999999999999	0.513	0.4949999999999999	0.4355	0.46799999999999997	0.4224999999999999	0.513	0.4612708333333333	0.4418854166666666
chr3	71388873	71388875	0.4306666666666668	0.4013333333333333	0.38	0.514	0.5275	0.7040000000000001	0.515	0.5565000000000001	0.38	0.7040000000000001	0.5036250000000001	0.44181250000000005
chr16	24109389	24109391	0.4	0.5	0.5	0.5	0.5	0.5	0.469	0.5	0.4	0.5	0.483625	0.44181250000000005
chr17	82322171	82322173	0.6716666666666666	0.6309999999999998	0.6356666666666666	0.3235000000000001	0.5379999999999999	0.6100000000000001	0.5654999999999999	0.504	0.3235000000000001	0.6716666666666666	0.5599166666666666	0.44170833333333337
chr1	214483467	214483469	0.5111666666666668	0.4738333333333333	0.4685	0.4015	0.5255000000000001	0.4749999999999999	0.4515	0.5474999999999999	0.4015	0.5474999999999999	0.4818125	0.44165625
chr18	13496992	13496994	0.655	0.6293333333333333	0.6456666666666666	0.46	0.4335000000000001	0.5539999999999999	0.35400000000000004	0.5029999999999999	0.35400000000000004	0.655	0.5293125	0.44165625
chr15	70669381	70669383	0.5643333333333334	0.4193333333333333	0.653	0.439	0.4145	0.6170000000000001	0.3855	0.489	0.3855	0.653	0.4977083333333333	0.4416041666666667
chrX	49258569	49258571	0.4038333333333333	0.5041666666666667	0.5078333333333334	0.4680000000000002	0.455	0.48100000000000004	0.5275000000000001	0.4865000000000001	0.4038333333333333	0.5275000000000001	0.4792291666666666	0.44153124999999993
chr12	56025912	56025914	0.4535	0.4951666666666666	0.4728333333333334	0.4300000000000001	0.4345	0.4415000000000001	0.4595	0.43700000000000006	0.4300000000000001	0.4951666666666666	0.45299999999999996	0.4415
chr1	56495840	56495842	0.4616666666666668	0.4580000000000001	0.43733333333333335	0.4510000000000001	0.4290000000000001	0.4440000000000001	0.435	0.515	0.4290000000000001	0.515	0.4538750000000001	0.4414375000000001
chr12	8649142	8649144	0.6823333333333332	0.6793333333333333	0.6963333333333335	0.4020000000000001	0.5430000000000001	0.5305000000000002	0.4280000000000001	0.3445	0.3445	0.6963333333333335	0.53825	0.44137499999999996
chr21	36323785	36323787	0.4704999999999999	0.4898333333333334	0.4445000000000001	0.4355	0.4765	0.5010000000000001	0.4165	0.4950000000000001	0.4165	0.5010000000000001	0.4661666666666667	0.44133333333333336
chr2	213133661	213133663	0.4728333333333333	0.5331666666666667	0.4988333333333335	0.5165	0.383	0.4970000000000001	0.5685	0.526	0.383	0.5685	0.4994791666666667	0.44123958333333335
chr18	63157256	63157258	0.5628333333333334	0.4691666666666666	0.5844999999999999	0.397	0.498	0.5245	0.44000000000000017	0.4065000000000001	0.397	0.5844999999999999	0.4853125	0.44115625
chr17	304929	304931	0.6466666666666666	0.8109999999999999	0.595	0.7340000000000001	0.2665	0.619	0.462	0.7915	0.2665	0.8109999999999999	0.6157083333333333	0.44110416666666663
chr13	75308024	75308026	0.5321666666666667	0.5655	0.5321666666666667	0.4215000000000001	0.403	0.4845	0.4785	0.41600000000000004	0.403	0.5655	0.4791666666666667	0.4410833333333334
chr12	56025249	56025251	0.4856666666666666	0.512	0.43233333333333335	0.4585	0.4245000000000001	0.4564999999999999	0.476	0.4235	0.4235	0.512	0.458625	0.4410625
chr10	17666074	17666076	0.5770000000000001	0.5770000000000001	0.5770000000000001	0.466	0.5770000000000001	0.5770000000000001	0.35000000000000003	0.5555000000000001	0.35000000000000003	0.5770000000000001	0.5320625000000001	0.4410312500000001
chr16	4833703	4833705	0.6798333333333333	0.6268333333333334	0.6828333333333334	0.5015	0.2935	0.736	0.5325000000000001	0.6554999999999999	0.2935	0.736	0.5885625	0.44103125
chr1	91405445	91405447	0.608	0.5216666666666667	0.6743333333333335	0.42300000000000015	0.409	0.608	0.3665000000000001	0.513	0.3665000000000001	0.6743333333333335	0.5154375000000001	0.44096875000000013
chr15	67175092	67175094	0.7760000000000001	0.6996666666666665	0.7223333333333333	0.3360000000000001	0.442	0.5125	0.35	0.5289999999999999	0.3360000000000001	0.7760000000000001	0.5459375	0.44096875
chr1	160879369	160879371	0.5765	0.5451666666666667	0.5808333333333333	0.5015000000000001	0.5095	0.4325	0.4710000000000001	0.382	0.382	0.5808333333333333	0.499875	0.4409375
chr19	56150951	56150953	0.5	0.5	0.5	0.5	0.4545	0.5	0.4	0.5	0.4	0.5	0.4818125	0.44090625
chrX	49258598	49258600	0.5869999999999999	0.5723333333333334	0.5886666666666666	0.3775	0.476	0.4555	0.516	0.4615	0.3775	0.5886666666666666	0.5043124999999999	0.44090624999999994
chr6	156795278	156795280	0.7073333333333334	0.6633333333333334	0.725	0.29500000000000004	0.595	0.6874999999999999	0.3655000000000001	0.6549999999999999	0.29500000000000004	0.725	0.5867083333333334	0.4408541666666667
chr2	241125686	241125688	0.7261666666666667	0.7248333333333333	0.6788333333333333	0.5605	0.4270000000000001	0.6174999999999999	0.6904999999999999	0.2919999999999999	0.2919999999999999	0.7261666666666667	0.5896666666666667	0.4408333333333333
chr14	91303134	91303136	0.6308333333333332	0.6465	0.5521666666666668	0.377	0.418	0.4604999999999999	0.462	0.49	0.377	0.6465	0.504625	0.4408125
chr6	156855270	156855272	0.4901666666666668	0.5671666666666667	0.5788333333333334	0.3725000000000001	0.5835	0.524	0.4039999999999999	0.5525000000000001	0.3725000000000001	0.5835	0.5090833333333333	0.4407916666666667
chr22	37197983	37197985	0.5630000000000002	0.6633333333333331	0.6123333333333334	0.433	0.5315000000000001	0.3780000000000001	0.4054999999999999	0.4415	0.3780000000000001	0.6633333333333331	0.5035208333333334	0.44076041666666677
chr2	178991110	178991112	0.5960000000000001	0.7793333333333333	0.759	0.4855	0.479	0.376	0.4810000000000001	0.344	0.344	0.7793333333333333	0.5374791666666667	0.44073958333333335
chr19	5974802	5974804	0.6678333333333333	0.6535	0.4158333333333332	0.4195	0.3665	0.5379999999999999	0.4935	0.565	0.3665	0.6678333333333333	0.5149583333333332	0.4407291666666666
chr14	102220460	102220462	0.6618333333333334	0.5951666666666666	0.6571666666666666	0.31899999999999995	0.534	0.6405	0.4935000000000001	0.5974999999999999	0.31899999999999995	0.6618333333333334	0.5623333333333332	0.4406666666666666
chr11	28429523	28429525	0.5	0.5	0.5	0.472	0.5	0.4785	0.5	0.4	0.4	0.5	0.4813125	0.44065624999999997
chr12	1950355	1950357	0.6126666666666667	0.563	0.6063333333333334	0.4264999999999999	0.3399999999999999	0.6359999999999999	0.5285	0.6154999999999999	0.3399999999999999	0.6359999999999999	0.5410625	0.44053124999999993
chr1	39745975	39745977	0.6906666666666665	0.5543333333333333	0.7033333333333334	0.3335	0.565	0.596	0.35550000000000004	0.5820000000000001	0.3335	0.7033333333333334	0.5475416666666667	0.44052083333333336
chr18	46222159	46222161	0.6679999999999999	0.6675	0.7486666666666666	0.411	0.514	0.5205	0.332	0.53	0.332	0.7486666666666666	0.5489583333333333	0.44047916666666664
chr14	63709844	63709846	0.6353333333333333	0.5346666666666666	0.6233333333333333	0.3335	0.4745	0.599	0.499	0.68	0.3335	0.68	0.5474166666666667	0.44045833333333334
chr10	62240671	62240673	0.7270000000000001	0.6225	0.8150000000000001	0.4555	0.3055	0.5740000000000001	0.394	0.7085	0.3055	0.8150000000000001	0.57525	0.440375
chr19	19594613	19594615	0.7163333333333333	0.4455	0.6893333333333334	0.35350000000000004	0.493	0.4145	0.45299999999999996	0.6495000000000001	0.35350000000000004	0.7163333333333333	0.5268333333333333	0.44016666666666665
chr2	223110708	223110710	0.6363333333333333	0.6546666666666666	0.4223333333333333	0.75	0.3165	0.6940000000000001	0.4105000000000001	0.625	0.3165	0.75	0.5636666666666666	0.4400833333333333
chr12	56034189	56034191	0.4931666666666666	0.4781666666666666	0.4811666666666666	0.4065	0.465	0.5265	0.4364999999999999	0.502	0.4065	0.5265	0.4736249999999999	0.4400624999999999
chr11	102325012	102325014	0.5993333333333333	0.5703333333333332	0.6083333333333333	0.4490000000000001	0.5125000000000001	0.4630000000000001	0.445	0.377	0.377	0.6083333333333333	0.5030625000000001	0.44003125000000004
chr3	195183054	195183056	0.8241666666666667	0.7948333333333334	0.8061666666666666	0.28300000000000003	0.2885	0.765	0.3620000000000001	0.6525000000000001	0.28300000000000003	0.8241666666666667	0.5970208333333333	0.4400104166666667
chr12	12483067	12483069	0.8073333333333335	0.6716666666666669	0.6680000000000001	0.3935	0.6199999999999999	0.7444999999999999	0.27399999999999997	0.669	0.27399999999999997	0.8073333333333335	0.6060000000000001	0.44000000000000006
chr6	12816202	12816204	0.5278333333333334	0.5655	0.5861666666666668	0.40700000000000003	0.4015000000000001	0.399	0.4310000000000001	0.5289999999999999	0.399	0.5861666666666668	0.480875	0.4399375
chr18	31583658	31583660	0.6336666666666666	0.703	0.6726666666666665	0.603	0.3695	0.46	0.3509999999999999	0.4380000000000001	0.3509999999999999	0.703	0.5288541666666666	0.4399270833333333
chr18	25260827	25260829	0.4783333333333333	0.732	0.6563333333333333	0.513	0.364	0.611	0.3670000000000001	0.405	0.364	0.732	0.5158333333333334	0.4399166666666667
chr12	122394210	122394212	0.6091666666666666	0.3668333333333332	0.5818333333333334	0.377	0.5785	0.5755	0.4735	0.5405	0.3668333333333332	0.6091666666666666	0.5128541666666666	0.43984374999999987
chr2	106157955	106157957	0.6709999999999999	0.6833333333333335	0.7020000000000001	0.2775	0.6189999999999999	0.688	0.4970000000000001	0.6789999999999999	0.2775	0.7020000000000001	0.6021041666666667	0.43980208333333337
chr13	46651519	46651521	0.4716666666666668	0.4726666666666667	0.4773333333333334	0.4365	0.444	0.4390000000000001	0.4235	0.4835	0.4235	0.4835	0.4560208333333334	0.43976041666666665
chr9	137096461	137096463	0.7738333333333334	0.5811666666666667	0.7225	0.35950000000000004	0.4229999999999999	0.507	0.455	0.35700000000000004	0.35700000000000004	0.7738333333333334	0.522375	0.4396875
chr14	73142593	73142595	0.431	0.5513333333333335	0.5303333333333333	0.39899999999999997	0.4990000000000001	0.47700000000000004	0.415	0.5390000000000001	0.39899999999999997	0.5513333333333335	0.4802083333333334	0.4396041666666667
chr1	40379290	40379292	0.5535	0.4424999999999999	0.4128333333333334	0.4285	0.4614999999999999	0.5095	0.4265	0.4955	0.4128333333333334	0.5535	0.4662916666666666	0.43956249999999997
chr16	29915686	29915688	0.6341666666666665	0.4835	0.6525000000000001	0.512	0.544	0.3635000000000001	0.4625	0.4725	0.3635000000000001	0.6525000000000001	0.5155833333333334	0.4395416666666667
chr10	17810560	17810562	0.6563333333333333	0.861	0.7983333333333335	0.284	0.5735	0.585	0.28600000000000003	0.716	0.284	0.861	0.5950208333333333	0.4395104166666667
chr21	31191001	31191003	0.6346666666666667	0.659	0.6826666666666668	0.3375	0.3385000000000001	0.6709999999999999	0.446	0.5625	0.3375	0.6826666666666668	0.5414791666666667	0.4394895833333334
chr8	42006414	42006416	0.5121666666666668	0.4085	0.5328333333333334	0.397	0.5195	0.4975000000000001	0.45799999999999996	0.53	0.397	0.5328333333333334	0.4819375	0.43946875
chr20	3915879	3915881	0.7996666666666667	0.5836666666666667	0.728	0.3605	0.45299999999999996	0.4325	0.33899999999999997	0.6225	0.33899999999999997	0.7996666666666667	0.5398541666666667	0.43942708333333336
chr2	84985420	84985422	0.453	0.5329999999999999	0.5329999999999999	0.446	0.5329999999999999	0.3964999999999999	0.502	0.4615	0.3964999999999999	0.5329999999999999	0.48225	0.43937499999999996
chr12	43358760	43358762	0.3996666666666666	0.4630000000000001	0.4696666666666666	0.5	0.5	0.5	0.5	0.5	0.3996666666666666	0.5	0.4790416666666667	0.43935416666666666
chr5	67085729	67085731	0.7344999999999999	0.7605	0.7331666666666667	0.3295	0.47	0.495	0.333	0.5369999999999999	0.3295	0.7605	0.5490833333333334	0.4392916666666667
chr16	53620689	53620691	0.5261666666666668	0.5531666666666666	0.5531666666666666	0.375	0.5025000000000001	0.5835	0.4774999999999999	0.4575	0.375	0.5835	0.5035625	0.43928125
chr12	117277162	117277164	0.6423333333333334	0.8039999999999999	0.5786666666666667	0.513	0.2925	0.846	0.479	0.5329999999999999	0.2925	0.846	0.5860624999999999	0.43928124999999996
chr4	185264470	185264472	0.5365	0.5835	0.5255000000000001	0.3755000000000001	0.521	0.5835	0.3925	0.506	0.3755000000000001	0.5835	0.503	0.43925000000000003
chr4	185238521	185238523	0.754	0.653	0.6829999999999999	0.373	0.3485	0.5525	0.3905	0.485	0.3485	0.754	0.5299375	0.43921875
chr14	102220149	102220151	0.6981666666666666	0.6828333333333334	0.7315	0.2704999999999999	0.6459999999999999	0.6915	0.4904999999999999	0.6524999999999999	0.2704999999999999	0.7315	0.6079374999999999	0.4392187499999999
chr2	241128307	241128309	0.6118333333333335	0.5341666666666667	0.5601666666666667	0.3735	0.506	0.4895000000000001	0.493	0.47	0.3735	0.6118333333333335	0.5047708333333333	0.43913541666666667
chr3	68135917	68135919	0.5563333333333331	0.7959999999999999	0.7959999999999999	0.396	0.6545000000000001	0.332	0.3735	0.4655	0.332	0.7959999999999999	0.5462291666666665	0.4391145833333333
chr2	99729741	99729743	0.75	0.5835	0.659	0.722	0.2689999999999999	0.6829999999999999	0.528	0.679	0.2689999999999999	0.75	0.6091875	0.43909374999999995
chr10	17647481	17647483	0.3105	0.6775	0.5175	0.5665	0.5735	0.6445000000000001	0.629	0.622	0.3105	0.6775	0.567625	0.4390625
chr2	213134166	213134168	0.6288333333333334	0.6518333333333334	0.7341666666666666	0.5585	0.6325000000000001	0.43200000000000005	0.327	0.4435	0.327	0.7341666666666666	0.5510416666666667	0.4390208333333333
chr12	21214608	21214610	0.4023333333333333	0.4616666666666666	0.4986666666666667	0.4965000000000001	0.433	0.5704999999999999	0.428	0.5145	0.4023333333333333	0.5704999999999999	0.4756458333333333	0.4389895833333333
chr10	17683293	17683295	0.6194999999999999	0.5401666666666667	0.5751666666666666	0.3670000000000001	0.448	0.6085	0.428	0.5009999999999999	0.3670000000000001	0.6194999999999999	0.5109166666666667	0.4389583333333334
chr6	43223352	43223354	0.5226666666666666	0.4783333333333333	0.528	0.3865	0.494	0.48100000000000004	0.5265	0.514	0.3865	0.528	0.491375	0.4389375
chr2	213128930	213128932	0.4543333333333334	0.5436666666666667	0.4793333333333333	0.447	0.5005	0.414	0.4244999999999999	0.4475	0.414	0.5436666666666667	0.4638541666666667	0.4389270833333333
chr6	42814258	42814260	0.4179999999999999	0.7809999999999999	0.7236666666666667	0.325	0.645	0.531	0.5730000000000001	0.4260000000000001	0.325	0.7809999999999999	0.5528333333333333	0.4389166666666666
chr5	132751235	132751237	0.6366666666666667	0.5936666666666667	0.6926666666666668	0.358	0.4925000000000001	0.45	0.3995	0.5355	0.358	0.6926666666666668	0.5198125000000001	0.43890625000000005
chr14	63696933	63696935	0.4398333333333333	0.4295000000000001	0.4498333333333333	0.4185	0.4905	0.4885000000000001	0.4705	0.487	0.4185	0.4905	0.4592708333333334	0.4388854166666667
chr15	34327485	34327487	0.43883333333333335	0.4825000000000001	0.5654999999999999	0.4005	0.508	0.4709999999999999	0.4014999999999999	0.55	0.4005	0.5654999999999999	0.4772291666666667	0.43886458333333334
