chrom	start	end	celltype	blockchr	blockstart	blockend
chr14	99215370	99215372	['CD4CD8']	chr14	99215223	99215570
chr15	90540113	90540115	['CD4CD8']	chr15	90539916	90540216
chr8	60865547	60865549	['CD4CD8']	chr8	60865539	60865839
chr11	61103104	61103106	['CD4CD8']	chr11	61102943	61103243
chr13	99416801	99416803	['CD4CD8']	chr13	99416706	99417006
chr11	60973228	60973230	['CD4CD8']	chr11	60973216	60973516
chr12	55935787	55935789	['CD4CD8']	chr12	55935681	55936007
chr8	143461604	143461606	['CD4CD8']	chr8	143461430	143461730
chr10	119506325	119506327	['CD4CD8']	chr10	119506176	119506476
chr12	123931814	123931816	['CD4CD8']	chr12	123931618	123931918
chr8	60865349	60865351	['CD4CD8']	chr8	60865150	60865450
chr16	28986389	28986391	['CD4CD8']	chr16	28986267	28986567
chr17	82127455	82127457	['CD4CD8']	chr17	82127306	82127606
chr19	18274691	18274693	['CD4CD8']	chr19	18274542	18274842
chr14	68971549	68971551	['CD4CD8']	chr14	68971400	68971700
chr17	19870481	19870483	['CD4CD8']	chr17	19870158	19870626
chr14	99215347	99215349	['CD4CD8']	chr14	99215223	99215570
chr22	40727139	40727141	['CD4CD8']	chr22	40727022	40727322
chr19	49556336	49556338	['CD4CD8']	chr19	49556189	49556489
chr17	19870307	19870309	['CD4CD8']	chr17	19870158	19870626
chr4	108142200	108142202	['CD4CD8']	chr4	108142049	108142349
chr10	119512159	119512161	['CD4CD8']	chr10	119512001	119512301
chr8	2143361	2143363	['CD4CD8']	chr8	2143212	2143512
chr17	82127447	82127449	['CD4CD8']	chr17	82127306	82127606
chr8	99862273	99862275	['CD4CD8']	chr8	99862136	99862436
chr16	53490632	53490634	['CD4CD8']	chr16	53490483	53490783
chr12	55935793	55935795	['CD4CD8']	chr12	55935681	55936007
chr1	8926974	8926976	['CD4CD8']	chr1	8926825	8927125
chr17	76192535	76192537	['CD4CD8']	chr17	76192370	76192670
chr7	155998203	155998205	['CD4CD8']	chr7	155998112	155998412
chr1	27113971	27113973	['CD4CD8']	chr1	27113822	27114173
chr17	21001289	21001291	['CD4CD8']	chr17	21001140	21001440
chr17	19870559	19870561	['CD4CD8']	chr17	19870158	19870626
chr13	99416855	99416857	['CD4CD8']	chr13	99416706	99417006
chr1	46286413	46286415	['CD4CD8']	chr1	46286153	46286453
chr17	21001252	21001254	['CD4CD8']	chr17	21001140	21001440
chr22	31281949	31281951	['CD4CD8']	chr22	31281795	31282095
chr8	60865445	60865447	['CD4CD8']	chr8	60865150	60865450
chr1	41657791	41657793	['CD4CD8']	chr1	41657642	41657942
chr1	244054025	244054027	['CD4CD8']	chr1	244053876	244054176
chr7	150477546	150477548	['CD4CD8']	chr7	150477394	150477694
chr2	98726516	98726518	['CD4CD8']	chr2	98726392	98726692
chr14	99185173	99185175	['CD4CD8']	chr14	99185014	99185314
chr7	150477543	150477545	['CD4CD8']	chr7	150477394	150477694
chr5	131974811	131974813	['CD4CD8']	chr5	131974618	131974918
chr1	27113929	27113931	['CD4CD8']	chr1	27113822	27114173
chr14	99215539	99215541	['CD4CD8']	chr14	99215223	99215570
chr8	143461639	143461641	['CD4CD8']	chr8	143461430	143461730
chr3	127792633	127792635	['CD4CD8']	chr3	127792507	127792807
chr8	60865362	60865364	['CD4CD8']	chr8	60865150	60865450
chr22	20242494	20242496	['CD4CD8']	chr22	20242315	20242615
chr12	132835843	132835845	['CD4CD8']	chr12	132835659	132835959
chr8	60865806	60865808	['CD4CD8']	chr8	60865539	60865839
chr9	121783621	121783623	['CD4CD8']	chr9	121783472	121783772
chr7	155998230	155998232	['CD4CD8']	chr7	155998112	155998412
chr13	99416874	99416876	['CD4CD8']	chr13	99416706	99417006
chr12	123931767	123931769	['CD4CD8']	chr12	123931618	123931918
chr1	54285902	54285904	['CD4CD8']	chr1	54285753	54286053
chr17	82127512	82127514	['CD4CD8']	chr17	82127306	82127606
chr1	244054001	244054003	['CD4CD8']	chr1	244053876	244054176
chr8	143461552	143461554	['CD4CD8']	chr8	143461430	143461730
chr22	20242608	20242610	['CD4CD8']	chr22	20242315	20242615
chr22	20242464	20242466	['CD4CD8']	chr22	20242315	20242615
chr1	27114037	27114039	['CD4CD8']	chr1	27113822	27114173
chr10	119512150	119512152	['CD4CD8']	chr10	119512001	119512301
chr1	244054019	244054021	['CD4CD8']	chr1	244053876	244054176
chr10	119512179	119512181	['CD4CD8']	chr10	119512001	119512301
chr14	22496457	22496459	['CD4CD8']	chr14	22496337	22496637
chr15	90539917	90539919	['CD4CD8']	chr15	90539916	90540216
chr1	46286324	46286326	['CD4CD8']	chr1	46286153	46286453
chr17	76192519	76192521	['CD4CD8']	chr17	76192370	76192670
chr14	22504410	22504412	['CD4CD8']	chr14	22504315	22504615
chr17	21001238	21001240	['CD4CD8']	chr17	21001140	21001440
chr2	100653812	100653814	['CD4CD8']	chr2	100653677	100653977
chr11	67483682	67483684	['CD4CD8']	chr11	67483533	67483833
chr5	393287	393289	['CD4CD8']	chr5	393082	393382
chr12	132835847	132835849	['CD4CD8']	chr12	132835659	132835959
chr11	61103196	61103198	['CD4CD8']	chr11	61102943	61103243
chr22	23786342	23786344	['CD4CD8']	chr22	23786191	23786491
chr8	143461562	143461564	['CD4CD8']	chr8	143461430	143461730
chr16	53490607	53490609	['CD4CD8']	chr16	53490483	53490783
chr12	55935851	55935853	['CD4CD8']	chr12	55935681	55936007
chr19	49556405	49556407	['CD4CD8']	chr19	49556189	49556489
chr13	99416932	99416934	['CD4CD8']	chr13	99416706	99417006
chr15	56958107	56958109	['CD4CD8']	chr15	56958027	56958327
chr1	27113836	27113838	['CD4CD8']	chr1	27113822	27114173
chr14	99205330	99205332	['CD4CD8']	chr14	99205310	99205610
chr12	123931821	123931823	['CD4CD8']	chr12	123931618	123931918
chr1	27113920	27113922	['CD4CD8']	chr1	27113822	27114173
chr19	1079697	1079699	['CD4CD8']	chr19	1079596	1079896
chr5	393250	393252	['CD4CD8']	chr5	393082	393382
chr8	143461661	143461663	['CD4CD8']	chr8	143461430	143461730
chr14	99215503	99215505	['CD4CD8']	chr14	99215223	99215570
chr8	2143392	2143394	['CD4CD8']	chr8	2143212	2143512
chr1	23601130	23601132	['CD4CD8']	chr1	23600932	23601232
chr14	99215543	99215545	['CD4CD8']	chr14	99215223	99215570
chr12	68530074	68530076	['CD56']	chr12	68529925	68530225
chr13	114070978	114070980	['CD56']	chr13	114070829	114071187
chr18	49815076	49815078	['CD56']	chr18	49814927	49815227
chr2	202366911	202366913	['CD56']	chr2	202366762	202367062
chr3	172655560	172655562	['CD56']	chr3	172655411	172655711
chr7	2050054	2050056	['CD56']	chr7	2049905	2050205
chr19	3789870	3789872	['CD56']	chr19	3789721	3790021
chr11	114070123	114070125	['CD56']	chr11	114069974	114070274
chr13	114071027	114071029	['CD56']	chr13	114070829	114071187
chr8	65942484	65942486	['CD56']	chr8	65942333	65942635
chr2	117930614	117930616	['CD56']	chr2	117930465	117930765
chr6	73036417	73036419	['CD56']	chr6	73036268	73036568
chr17	68222700	68222702	['CD56']	chr17	68222551	68222851
chr13	114071036	114071038	['CD56']	chr13	114070829	114071187
chr7	47646495	47646497	['CD56']	chr7	47646346	47646646
chr15	89133866	89133868	['CD56']	chr15	89133717	89134017
chr4	2608022	2608024	['CD56']	chr4	2607873	2608173
chr3	194279794	194279796	['CD56']	chr3	194279645	194279945
chr7	74287387	74287389	['CD56']	chr7	74287238	74287538
chr2	8260446	8260448	['CD56']	chr2	8260297	8260597
chr1	100491921	100491923	['CD56']	chr1	100491772	100492072
chr8	65942482	65942484	['CD56']	chr8	65942333	65942635
chr15	77144150	77144152	['CD56']	chr15	77144001	77144301
chr13	80888140	80888142	['CD56']	chr13	80887991	80888291
chr9	33113821	33113823	['CD56']	chr9	33113672	33113972
chr13	21397371	21397373	['CD56']	chr13	21397222	21397522
chr1	24862195	24862197	['CD56']	chr1	24862046	24862346
chr3	9883768	9883770	['CD56']	chr3	9883619	9883919
chr2	238185568	238185570	['CD56']	chr2	238185419	238185908
chr2	238185757	238185759	['CD56']	chr2	238185419	238185908
chr5	107475364	107475366	['CD56']	chr5	107475215	107475515
chr2	238185734	238185736	['CD56']	chr2	238185419	238185908
chr7	139820514	139820516	['CD56']	chr7	139820365	139820665
chr10	812968	812970	['CD56']	chr10	812819	813119
chr1	91545984	91545986	['CD56']	chr1	91545835	91546135
chr22	20059509	20059511	['CD56']	chr22	20059360	20059660
chrX	154002990	154002992	['CD56']	chrX	154002841	154003141
chr15	94249585	94249587	['CD56']	chr15	94249436	94249736
chr8	37879796	37879798	['CD56']	chr8	37879647	37879947
chr19	46905297	46905299	['CD56']	chr19	46905148	46905448
chr17	47701772	47701774	['CD56']	chr17	47701623	47701923
chr12	10312666	10312668	['CD56']	chr12	10312523	10312823
chr12	68530077	68530079	['CD56']	chr12	68529925	68530225
chr15	94249547	94249549	['CD56']	chr15	94249436	94249736
chr13	114070994	114070996	['CD56']	chr13	114070829	114071187
chr1	6294983	6294985	['CD56']	chr1	6294798	6295098
chr17	68222652	68222654	['CD56']	chr17	68222551	68222851
chr9	33113812	33113814	['CD56']	chr9	33113672	33113972
chr7	47646436	47646438	['CD56']	chr7	47646346	47646646
chr13	114070889	114070891	['CD56']	chr13	114070829	114071187
chr2	8260456	8260458	['CD56']	chr2	8260297	8260597
chr19	18149453	18149455	['CD56']	chr19	18149390	18149690
chr13	114070880	114070882	['CD56']	chr13	114070829	114071187
chr15	77144142	77144144	['CD56']	chr15	77144001	77144301
chr13	114070981	114070983	['CD56']	chr13	114070829	114071187
chr19	18149450	18149452	['CD56']	chr19	18149390	18149690
chr9	33113831	33113833	['CD56']	chr9	33113672	33113972
chr7	2050070	2050072	['CD56']	chr7	2049905	2050205
chr19	18149425	18149427	['CD56']	chr19	18149390	18149690
chr16	75465517	75465519	['CD56']	chr16	75465368	75465668
chr19	18149393	18149395	['CD56']	chr19	18149390	18149690
chr13	114071012	114071014	['CD56']	chr13	114070829	114071187
chr17	82209294	82209296	['CD56']	chr17	82209145	82209445
chr19	18149435	18149437	['CD56']	chr19	18149390	18149690
chr6	111750179	111750181	['CD56']	chr6	111750030	111750330
chr19	18149444	18149446	['CD56']	chr19	18149390	18149690
chr12	109451625	109451627	['CD56']	chr12	109451476	109451776
chr12	128814935	128814937	['CD56']	chr12	128814786	128815086
chr2	8260440	8260442	['CD56']	chr2	8260297	8260597
chr9	33113848	33113850	['CD56']	chr9	33113672	33113972
chr6	10733309	10733311	['CD56']	chr6	10733160	10733460
chr2	238185555	238185557	['CD56']	chr2	238185419	238185908
chr4	77167581	77167583	['CD56']	chr4	77167432	77167732
chr19	40714122	40714124	['CD56']	chr19	40713961	40714261
chr15	94249570	94249572	['CD56']	chr15	94249436	94249736
chr13	80888151	80888153	['CD56']	chr13	80887991	80888291
chr19	18149442	18149444	['CD56']	chr19	18149390	18149690
chr2	8282103	8282105	['CD56']	chr2	8282052	8282352
chr13	114070896	114070898	['CD56']	chr13	114070829	114071187
chr1	15407347	15407349	['CD56']	chr1	15407198	15407498
chr1	6294947	6294949	['CD56']	chr1	6294798	6295098
chr7	2362677	2362679	['CD56']	chr7	2362555	2362855
chr17	47701761	47701763	['CD56']	chr17	47701623	47701923
chr1	24862212	24862214	['CD56']	chr1	24862046	24862346
chr12	10312534	10312536	['CD56']	chr12	10312523	10312823
chr1	100491860	100491862	['CD56']	chr1	100491772	100492072
chr18	49815068	49815070	['CD56']	chr18	49814927	49815227
chr3	172655569	172655571	['CD56']	chr3	172655411	172655711
chr14	99453984	99453986	['CD56']	chr14	99453835	99454135
chr2	8282201	8282203	['CD56']	chr2	8282052	8282352
chr13	80888147	80888149	['CD56']	chr13	80887991	80888291
chrX	3708787	3708789	['CD56']	chrX	3708638	3708938
chr12	124424179	124424181	['CD56']	chr12	124423957	124424524
chr2	238185663	238185665	['CD56']	chr2	238185419	238185908
chr1	100491982	100491984	['CD56']	chr1	100491772	100492072
chr1	39737940	39737942	['CD56']	chr1	39737801	39738101
chr1	100491912	100491914	['CD56']	chr1	100491772	100492072
chr17	68222641	68222643	['CD56']	chr17	68222551	68222851
chr3	194279798	194279800	['CD56']	chr3	194279645	194279945
chr12	10312672	10312674	['CD56']	chr12	10312523	10312823
chr11	3100169	3100171	['CD56']	chr11	3100020	3100320
chr19	40714110	40714112	['CD56']	chr19	40713961	40714261
chr13	114070899	114070901	['CD56']	chr13	114070829	114071187
chr1	1222700	1222702	['CD56']	chr1	1222551	1222851
chr2	231528352	231528354	['CD56']	chr2	231528203	231528695
chr19	46905264	46905266	['CD56']	chr19	46905148	46905448
chr10	125063476	125063478	['CD56']	chr10	125063318	125063618
chr1	6294941	6294943	['CD56']	chr1	6294798	6295098
chr2	117930752	117930754	['CD56']	chr2	117930465	117930765
chr2	8260370	8260372	['CD56']	chr2	8260297	8260597
chr19	18149397	18149399	['CD56']	chr19	18149390	18149690
chr12	68225812	68225814	['CD56']	chr12	68225663	68225963
chr19	18149403	18149405	['CD56']	chr19	18149390	18149690
chr13	114071030	114071032	['CD56']	chr13	114070829	114071187
chr12	124424106	124424108	['CD56']	chr12	124423957	124424524
chr7	2362751	2362753	['CD56']	chr7	2362555	2362855
chr11	114070131	114070133	['CD56']	chr11	114069974	114070274
chr6	170444224	170444226	['CD56']	chr6	170444075	170444375
chr6	10733204	10733206	['CD56']	chr6	10733160	10733460
chr8	140525801	140525803	['CD56']	chr8	140525652	140525952
chr10	812848	812850	['CD56']	chr10	812819	813119
chr2	202366909	202366911	['CD56']	chr2	202366762	202367062
chr10	124642306	124642308	['CD56']	chr10	124642157	124642457
chr12	128814998	128815000	['CD56']	chr12	128814786	128815086
chr2	8260363	8260365	['CD56']	chr2	8260297	8260597
chr7	139820534	139820536	['CD56']	chr7	139820365	139820665
chr2	202366944	202366946	['CD56']	chr2	202366762	202367062
chr17	82209339	82209341	['CD56']	chr17	82209145	82209445
chr4	77167597	77167599	['CD56']	chr4	77167432	77167732
chr12	68159615	68159617	['CD56']	chr12	68159466	68159766
chr13	109733828	109733830	['CD56']	chr13	109733679	109733979
chr10	125063467	125063469	['CD56']	chr10	125063318	125063618
chr4	39770230	39770232	['CD56']	chr4	39770081	39770381
chr5	126360006	126360008	['CD56']	chr5	126359857	126360157
chr19	18149552	18149554	['CD56']	chr19	18149390	18149690
chr18	49815139	49815141	['CD56']	chr18	49814927	49815227
chr22	46371278	46371280	['CD56']	chr22	46371129	46371429
chr1	39737950	39737952	['CD56']	chr1	39737801	39738101
chr2	8282070	8282072	['CD56']	chr2	8282052	8282352
chr19	18149539	18149541	['CD56']	chr19	18149390	18149690
chr2	231528551	231528553	['CD56']	chr2	231528203	231528695
chr15	85702202	85702204	['CD56']	chr15	85702053	85702353
chrX	3708755	3708757	['CD56']	chrX	3708638	3708938
chr1	6294931	6294933	['CD56']	chr1	6294798	6295098
chr12	124424373	124424375	['CD56']	chr12	124423957	124424524
chr19	46905314	46905316	['CD56']	chr19	46905148	46905448
chr6	157172638	157172640	['CD56']	chr6	157172489	157172789
chr15	85702200	85702202	['CD56']	chr15	85702053	85702353
chr2	231528544	231528546	['CD56']	chr2	231528203	231528695
chr12	10312754	10312756	['CD56']	chr12	10312523	10312823
chr12	128814841	128814843	['CD56']	chr12	128814786	128815086
chr12	124424356	124424358	['CD56']	chr12	124423957	124424524
chr14	104717838	104717840	['CD56']	chr14	104717689	104717989
chr7	1972151	1972153	['CD56']	chr7	1972002	1972302
chr2	238185789	238185791	['CD56']	chr2	238185419	238185908
chr8	65942487	65942489	['CD56']	chr8	65942333	65942635
chr7	2362735	2362737	['CD56']	chr7	2362555	2362855
chr2	421660	421662	['CD56']	chr2	421511	421811
chr2	8282251	8282253	['CD56']	chr2	8282052	8282352
chr13	80888276	80888278	['CD56']	chr13	80887991	80888291
chr15	94249545	94249547	['CD56']	chr15	94249436	94249736
chr2	8282167	8282169	['CD56']	chr2	8282052	8282352
chr19	46905252	46905254	['CD56']	chr19	46905148	46905448
chr19	18149513	18149515	['CD56']	chr19	18149390	18149690
chr15	89133921	89133923	['CD56']	chr15	89133717	89134017
chr13	114071043	114071045	['CD56']	chr13	114070829	114071187
chr13	109733806	109733808	['CD56']	chr13	109733679	109733979
chr12	10312656	10312658	['CD56']	chr12	10312523	10312823
chr2	241925459	241925461	['CD56']	chr2	241925310	241925610
chr7	2362704	2362706	['CD56']	chr7	2362555	2362855
chr12	128814821	128814823	['CD56']	chr12	128814786	128815086
chrX	3708777	3708779	['CD56']	chrX	3708638	3708938
chr7	5355257	5355259	['CD56']	chr7	5355108	5355408
chr12	109451649	109451651	['CD56']	chr12	109451476	109451776
chr18	49814982	49814984	['CD56']	chr18	49814927	49815227
chr2	202366969	202366971	['CD56']	chr2	202366762	202367062
chr10	812988	812990	['CD56']	chr10	812819	813119
chr2	238185659	238185661	['CD56']	chr2	238185419	238185908
chr1	6294999	6295001	['CD56']	chr1	6294798	6295098
chr13	80888119	80888121	['CD56']	chr13	80887991	80888291
chr1	1222625	1222627	['CD56']	chr1	1222551	1222851
chr6	73036369	73036371	['CD56']	chr6	73036268	73036568
chr6	73036371	73036373	['CD56']	chr6	73036268	73036568
chr18	49814973	49814975	['CD56']	chr18	49814927	49815227
chr12	128814880	128814882	['CD56']	chr12	128814786	128815086
chr19	18149505	18149507	['CD56']	chr19	18149390	18149690
chr7	47646428	47646430	['CD56']	chr7	47646346	47646646
chr11	3100201	3100203	['CD56']	chr11	3100020	3100320
chr12	124424031	124424033	['CD56']	chr12	124423957	124424524
chr13	109733808	109733810	['CD56']	chr13	109733679	109733979
chrX	3708878	3708880	['CD56']	chrX	3708638	3708938
chr13	114070997	114070999	['CD56']	chr13	114070829	114071187
chr1	6294950	6294952	['CD56']	chr1	6294798	6295098
chr1	100491931	100491933	['CD56']	chr1	100491772	100492072
chr12	124424165	124424167	['CD56']	chr12	124423957	124424524
chr19	40714116	40714118	['CD56']	chr19	40713961	40714261
chr7	2362698	2362700	['CD56']	chr7	2362555	2362855
chr14	99453956	99453958	['CD56']	chr14	99453835	99454135
chr13	114070865	114070867	['CD56']	chr13	114070829	114071187
chr2	8282105	8282107	['CD56']	chr2	8282052	8282352
chr7	2362701	2362703	['CD56']	chr7	2362555	2362855
chr10	812901	812903	['CD56']	chr10	812819	813119
chr2	238185577	238185579	['CD56']	chr2	238185419	238185908
chr12	124424384	124424386	['CD56']	chr12	124423957	124424524
chr12	10312710	10312712	['CD56']	chr12	10312523	10312823
chr12	124424353	124424355	['CD56']	chr12	124423957	124424524
chr4	2607926	2607928	['CD56']	chr4	2607873	2608173
chr1	15407342	15407344	['CD56']	chr1	15407198	15407498
chr1	100491959	100491961	['CD56']	chr1	100491772	100492072
chr11	114070139	114070141	['CD56']	chr11	114069974	114070274
chr18	49814989	49814991	['CD56']	chr18	49814927	49815227
chr13	109733804	109733806	['CD56']	chr13	109733679	109733979
chr12	10312567	10312569	['CD56']	chr12	10312523	10312823
chr19	18149573	18149575	['CD56']	chr19	18149390	18149690
chr1	6295013	6295015	['CD56']	chr1	6294798	6295098
chr2	231528498	231528500	['CD56']	chr2	231528203	231528695
chr13	109733916	109733918	['CD56']	chr13	109733679	109733979
chr2	238185584	238185586	['CD56']	chr2	238185419	238185908
chr1	1222766	1222768	['CD56']	chr1	1222551	1222851
chr12	109451643	109451645	['CD56']	chr12	109451476	109451776
chr6	10733280	10733282	['CD56']	chr6	10733160	10733460
chr12	10312714	10312716	['CD56']	chr12	10312523	10312823
chr12	124424412	124424414	['CD56']	chr12	124423957	124424524
chr11	114070176	114070178	['CD56']	chr11	114069974	114070274
chr19	18149566	18149568	['CD56']	chr19	18149390	18149690
chr13	109733928	109733930	['CD56']	chr13	109733679	109733979
chr13	109733779	109733781	['CD56']	chr13	109733679	109733979
chr1	24862327	24862329	['CD56']	chr1	24862046	24862346
chr2	8260374	8260376	['CD56']	chr2	8260297	8260597
chr7	74287360	74287362	['CD56']	chr7	74287238	74287538
chr7	2050076	2050078	['CD56']	chr7	2049905	2050205
chr1	6295094	6295096	['CD56']	chr1	6294798	6295098
chr19	18149510	18149512	['CD56']	chr19	18149390	18149690
chr19	18149413	18149415	['CD56']	chr19	18149390	18149690
chr7	2362823	2362825	['CD56']	chr7	2362555	2362855
chr19	3789941	3789943	['CD56']	chr19	3789721	3790021
chr22	20059397	20059399	['CD56']	chr22	20059360	20059660
chr11	3100132	3100134	['CD56']	chr11	3100020	3100320
chr12	128814916	128814918	['CD56']	chr12	128814786	128815086
chr6	170444096	170444098	['CD56']	chr6	170444075	170444375
chr11	3100248	3100250	['CD56']	chr11	3100020	3100320
chr15	94249674	94249676	['CD56']	chr15	94249436	94249736
chr2	8282233	8282235	['CD56']	chr2	8282052	8282352
chr2	241925447	241925449	['CD56']	chr2	241925310	241925610
chr1	91546035	91546037	['CD56']	chr1	91545835	91546135
chr2	231528610	231528612	['CD56']	chr2	231528203	231528695
chr1	1222751	1222753	['CD56']	chr1	1222551	1222851
chr13	109733919	109733921	['CD56']	chr13	109733679	109733979
chr7	2362842	2362844	['CD56']	chr7	2362555	2362855
chr13	80888131	80888133	['CD56']	chr13	80887991	80888291
chr1	24862292	24862294	['CD56']	chr1	24862046	24862346
chr3	172655638	172655640	['CD56']	chr3	172655411	172655711
chr1	39737955	39737957	['CD56']	chr1	39737801	39738101
chr11	114070256	114070258	['CD56']	chr11	114069974	114070274
chr8	65942472	65942474	['CD56']	chr8	65942333	65942635
chr12	10312782	10312784	['CD56']	chr12	10312523	10312823
chr10	125063492	125063494	['CD56']	chr10	125063318	125063618
chr7	2050003	2050005	['CD56']	chr7	2049905	2050205
chr1	1222848	1222850	['CD56']	chr1	1222551	1222851
chr19	18149549	18149551	['CD56']	chr19	18149390	18149690
chr2	231528484	231528486	['CD56']	chr2	231528203	231528695
chr12	124424054	124424056	['CD56']	chr12	124423957	124424524
chr6	10733212	10733214	['CD56']	chr6	10733160	10733460
chr7	2362662	2362664	['CD56']	chr7	2362555	2362855
chr2	241925340	241925342	['CD56']	chr2	241925310	241925610
chr1	24862121	24862123	['CD56']	chr1	24862046	24862346
chr11	114070148	114070150	['CD56']	chr11	114069974	114070274
chr1	6294911	6294913	['CD56']	chr1	6294798	6295098
chr12	10312706	10312708	['CD56']	chr12	10312523	10312823
chr6	170444211	170444213	['CD56']	chr6	170444075	170444375
chr9	33113939	33113941	['CD56']	chr9	33113672	33113972
chr12	128814786	128814788	['CD56']	chr12	128814786	128815086
chr12	128814919	128814921	['CD56']	chr12	128814786	128815086
chr19	18149625	18149627	['CD56']	chr19	18149390	18149690
chr12	109451613	109451615	['CD56']	chr12	109451476	109451776
chr1	1222685	1222687	['CD56']	chr1	1222551	1222851
chr12	128814958	128814960	['CD56']	chr12	128814786	128815086
chr2	8282081	8282083	['CD56']	chr2	8282052	8282352
chr1	1222741	1222743	['CD56']	chr1	1222551	1222851
chr22	20059476	20059478	['CD56']	chr22	20059360	20059660
chr12	128814989	128814991	['CD56']	chr12	128814786	128815086
chr12	10312813	10312815	['CD56']	chr12	10312523	10312823
chr6	10733336	10733338	['CD56']	chr6	10733160	10733460
chr13	109733864	109733866	['CD56']	chr13	109733679	109733979
chr1	100491961	100491963	['CD56']	chr1	100491772	100492072
chr2	241925479	241925481	['CD56']	chr2	241925310	241925610
chr1	24862233	24862235	['CD56']	chr1	24862046	24862346
chr11	114070071	114070073	['CD56']	chr11	114069974	114070274
chr18	49815003	49815005	['CD56']	chr18	49814927	49815227
chr1	1222842	1222844	['CD56']	chr1	1222551	1222851
chr6	10733313	10733315	['CD56']	chr6	10733160	10733460
chr14	104717840	104717842	['CD56']	chr14	104717689	104717989
chr2	8282139	8282141	['CD56']	chr2	8282052	8282352
chr12	109451653	109451655	['CD56']	chr12	109451476	109451776
chr7	1972078	1972080	['CD56']	chr7	1972002	1972302
chr1	100491906	100491908	['CD56']	chr1	100491772	100492072
chr19	3789880	3789882	['CD56']	chr19	3789721	3790021
chr2	8282063	8282065	['CD56']	chr2	8282052	8282352
chr19	18149421	18149423	['CD56']	chr19	18149390	18149690
chr2	231528496	231528498	['CD56']	chr2	231528203	231528695
chr12	128814798	128814800	['CD56']	chr12	128814786	128815086
chr2	8282098	8282100	['CD56']	chr2	8282052	8282352
chr2	241925403	241925405	['CD56']	chr2	241925310	241925610
chr5	126360155	126360157	['CD56']	chr5	126359857	126360157
chr6	10733177	10733179	['CD56']	chr6	10733160	10733460
chr19	18149489	18149491	['CD56']	chr19	18149390	18149690
chr1	6294899	6294901	['CD56']	chr1	6294798	6295098
chr11	3100239	3100241	['CD56']	chr11	3100020	3100320
chr6	111750163	111750165	['CD56']	chr6	111750030	111750330
chr1	1222763	1222765	['CD56']	chr1	1222551	1222851
chr18	49814945	49814947	['CD56']	chr18	49814927	49815227
chr2	8282127	8282129	['CD56']	chr2	8282052	8282352
chr2	231528314	231528316	['CD56']	chr2	231528203	231528695
chr1	91545993	91545995	['CD56']	chr1	91545835	91546135
chr6	10733246	10733248	['CD56']	chr6	10733160	10733460
chr17	68222612	68222614	['CD56']	chr17	68222551	68222851
chr4	2608031	2608033	['CD56']	chr4	2607873	2608173
chr2	241925449	241925451	['CD56']	chr2	241925310	241925610
chr1	24862219	24862221	['CD56']	chr1	24862046	24862346
chr14	99454012	99454014	['CD56']	chr14	99453835	99454135
chr14	104717734	104717736	['CD56']	chr14	104717689	104717989
chr10	125063472	125063474	['CD56']	chr10	125063318	125063618
chr18	49814929	49814931	['CD56']	chr18	49814927	49815227
chr2	231528412	231528414	['CD56']	chr2	231528203	231528695
chr1	39737840	39737842	['CD56']	chr1	39737801	39738101
chr11	3100218	3100220	['CD56']	chr11	3100020	3100320
chr8	140525813	140525815	['CD56']	chr8	140525652	140525952
chr6	73036339	73036341	['CD56']	chr6	73036268	73036568
chr13	80888101	80888103	['CD56']	chr13	80887991	80888291
chr17	68222746	68222748	['CD56']	chr17	68222551	68222851
chr2	8260332	8260334	['CD56']	chr2	8260297	8260597
chr13	80888213	80888215	['CD56']	chr13	80887991	80888291
chrX	154003000	154003002	['CD56']	chrX	154002841	154003141
chr11	3100242	3100244	['CD56']	chr11	3100020	3100320
chr11	3100196	3100198	['CD56']	chr11	3100020	3100320
chr6	157172581	157172583	['CD56']	chr6	157172489	157172789
chr2	231528346	231528348	['CD56']	chr2	231528203	231528695
chr2	238185719	238185721	['CD56']	chr2	238185419	238185908
chr2	238185776	238185778	['CD56']	chr2	238185419	238185908
chr14	104717830	104717832	['CD56']	chr14	104717689	104717989
chr13	109733937	109733939	['CD56']	chr13	109733679	109733979
chr1	39738042	39738044	['CD56']	chr1	39737801	39738101
chr2	231528312	231528314	['CD56']	chr2	231528203	231528695
chr2	231528606	231528608	['CD56']	chr2	231528203	231528695
chr5	126359994	126359996	['CD56']	chr5	126359857	126360157
chr12	68159621	68159623	['CD56']	chr12	68159466	68159766
chr2	421676	421678	['CD56']	chr2	421511	421811
chr13	109733873	109733875	['CD56']	chr13	109733679	109733979
chr19	18149617	18149619	['CD56']	chr19	18149390	18149690
chr8	140525771	140525773	['CD56']	chr8	140525652	140525952
chr6	73036333	73036335	['CD56']	chr6	73036268	73036568
chr11	114070264	114070266	['CD56']	chr11	114069974	114070274
chr22	46371375	46371377	['CD56']	chr22	46371129	46371429
chr12	109451671	109451673	['CD56']	chr12	109451476	109451776
chr19	18149668	18149670	['CD56']	chr19	18149390	18149690
chr10	125063464	125063466	['CD56']	chr10	125063318	125063618
chr2	241925379	241925381	['CD56']	chr2	241925310	241925610
chr7	5355158	5355160	['CD56']	chr7	5355108	5355408
chr1	6294893	6294895	['CD56']	chr1	6294798	6295098
chr18	49814936	49814938	['CD56']	chr18	49814927	49815227
chr2	231528419	231528421	['CD56']	chr2	231528203	231528695
